arrest_date,race,charge_1_description,charge_1_type,charge_1_class,charge_2_description,charge_2_type,charge_2_class,charge_3_description,charge_3_type,charge_3_class,charge_4_description,charge_4_class,charge_4_type
2024-10-19 03:39:00,WHITE HISPANIC,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,IVC - TRANS/CARRY ALC LIQ/DRIVER,,P,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,,P,,,
2024-10-19 01:47:00,BLACK,AGG UUW/PERSON/LOADED/NO FCCA,F,4,,,,,,,,,
2024-10-19 02:15:00,WHITE HISPANIC,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-19 02:01:00,WHITE,OPERATE WITHOUT INSURANCE,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,IVC - OP MTR VEH WITH PLATE COVER,,P,OBSTRCT REGIS PLATE VISIBILITY,P,
2024-10-19 02:05:00,BLACK,CRIMINAL TRESPASS TO REAL PROPERTY,M,B,,,,,,,,,
2024-10-19 01:57:00,WHITE HISPANIC,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,,,,,,,,,
2024-10-18 23:44:00,BLACK,POSSESS REVOKED FIREARM FOID,F,3,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL BAC 0.08,M,A,IVC - FAIL TO REDUCE SPEED,P,
2024-10-18 23:47:00,BLACK,UUW - WEAPON - MACHINE GUN/AUTO WEAPON/VEH,F,X,,,,,,,,,
2024-10-19 00:40:00,BLACK,CRIM DAMAGE TO PROPERTY <$500,M,A,RECKLESS DRIVING,M,A,OPERATE UNINSURED MTR VEHICLE,,P,UNLICENSED,P,
2024-10-19 01:23:00,BLACK,DRIVING RVK/SUSP DUI/SSS 4-9,F,4,DRIVING ON SUSPENDED LICENSE,M,A,REGISTRATION PLATES,,L,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,P,
2024-10-18 23:52:00,WHITE HISPANIC,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,,,,,,,,,
2024-10-19 00:56:00,WHITE HISPANIC,ISSUANCE OF WARRANT,,Z,DISPLAY ST REG-FRONT/REAR,,L,,,,,,
2024-10-18 23:47:00,BLACK,MURDER - FIRST DEGREE (ATTEMPT),F,M,MURDER - FIRST DEGREE (ATTEMPT),F,M,MURDER - FIRST DEGREE (ATTEMPT),F,M,AGGR DISCHARGE FIREARM - OCCUPIED VEHICLE,1,F
2024-10-19 00:18:00,BLACK,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,,,,,,,,,
2024-10-19 00:30:00,WHITE HISPANIC,DRIVING/NEVER ISSUED LICENSE,M,B,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,L,,,,,,
2024-10-18 23:52:00,WHITE HISPANIC,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,,,,,,,,,
2024-10-18 23:56:00,BLACK,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,,Z,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,,Z,ISSUANCE OF WARRANT,,Z,,,
2024-10-18 23:31:00,BLACK,AGG UUW/LOADED-NO FCCA-FOID,F,4,,,,,,,,,
2024-10-18 23:39:00,BLACK,AGG UUW/ON PERSON,F,4,DRINKING ALCOHOL ON THE PUBLIC WAY,,L,SALE BIDI CIGARETTES / OTHER PRODUCTS - PROHIBITED,,L,,,
2024-10-18 23:11:00,BLACK,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-18 23:42:00,WHITE,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 23:23:00,WHITE HISPANIC,ANNUAL GUN OFFENDER REGISTRATION,,L,,,,,,,,,
2024-10-18 22:22:00,WHITE HISPANIC,DRIVING/NEVER ISSUED LICENSE,M,B,CITY VEH STICKER REQ/FAILURE TO OR IMPROPER DISPLAY,,L,BROKEN OR CRACKED GLASS EXCEEDS SIX INCHES,,L,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,L,
2024-10-18 22:22:00,WHITE HISPANIC,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,,,,,,,,,
2024-10-18 22:31:00,WHITE HISPANIC,CANC/REVOKE/SUSPEND REGIS/IL,M,A,IMPROPER USE REGIS/TITLE,M,C,ISSUANCE OF WARRANT,,Z,PARKING IN ALLEYS,L,
2024-10-18 22:20:00,WHITE HISPANIC,DRIVING/NEVER ISSUED LICENSE,M,B,PARKING PROHIBITED-STANDING/PARKING POSTED,,L,,,,,,
2024-10-18 22:47:00,BLACK,RECKLESS CONDUCT,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,,,,,,
2024-10-18 22:12:00,WHITE HISPANIC,ASSAULT - SIMPLE,M,C,,,,,,,,,
2024-10-18 22:13:00,BLACK,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,3,,,,,,,,,
2024-10-18 22:00:00,WHITE HISPANIC,CRIM DAMAGE TO PROPERTY <$500,M,A,,,,,,,,,
2024-10-18 20:40:00,BLACK,CRIM TRES TO VEH/PHY CONTROL,M,A,,,,,,,,,
2024-10-18 21:41:00,WHITE HISPANIC,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,IVC - DUI ALC/INTOX COMPOUND/DRUG,M,A,IVC - DISREGARD TRAFFIC CONTROL LIGHT,,P,NO VALID REGISTRATION,P,
2024-10-18 22:06:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 21:32:00,WHITE HISPANIC,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 21:16:00,WHITE,CRIM DAMAGE TO PROPERTY <$500,M,A,BATTERY - MAKE PHYSICAL CONTACT,M,A,,,,,,
2024-10-18 21:15:00,WHITE,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-18 21:32:00,ASIAN / PACIFIC ISLANDER,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 21:53:00,WHITE HISPANIC,POSS TITLE/REGISTRATION NOT AUTHORIZED ON VEHICLE,M,A,DRIVING/NEVER ISSUED LICENSE,M,B,NO VALID REGISTRATION,,P,,,
2024-10-18 20:13:00,BLACK,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,3,,,,,,,,,
2024-10-18 20:53:00,BLACK,CANC/REVOKE/SUSPEND REGIS/IL,M,A,DRIVER'S LICENSE/PERMIT - FAIL TO CARRY/DISPLAY,,P,,,,,,
2024-10-18 18:57:00,BLACK,AGG BATTERY/TRANSIT EMPLOYEE,F,3,,,,,,,,,
2024-10-18 21:19:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 20:58:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 20:03:00,BLACK,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,3,,,,,,,,,
2024-10-18 20:33:00,BLACK,AGG UUW/LOADED-NO FCCA-FOID,F,4,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,HIGH CAP MAG AND METAL PIERCING BULLETS - SALE/POSS PROH,,L,,,
2024-10-18 20:21:00,BLACK,AGG UUW/LOADED-NO FCCA-FOID,F,4,ISSUANCE OF WARRANT,,Z,,,,,,
2024-10-18 20:30:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-18 19:57:00,WHITE HISPANIC,YIELDING RIGHT OF WAY,,L,OPERATE UNINSURED MTR VEHICLE,,P,UNLICENSED,,P,,,
2024-10-18 19:00:00,BLACK,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,3,AGG UUW/VEH/FIR LOADED/NO FOID,F,4,DRIVING/NEVER ISSUED LICENSE,M,B,IVC - HEADLIGHT VIOLATION 1ST&2ND,P,
2024-10-18 19:47:00,WHITE,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-18 17:18:00,WHITE HISPANIC,BATTERY - MAKE PHYSICAL CONTACT,M,A,,,,,,,,,
2024-10-18 20:26:00,BLACK,ISSUANCE OF WARRANT,,Z,CTA - SMOKING ON (98-126-1.8),,L,,,,,,
2024-10-18 18:42:00,WHITE HISPANIC,FLEEING/ATTEMPT ELUDE OFFICER,M,A,RECKLESS CONDUCT,M,A,DRIVING ON SUSPENDED LICENSE,M,A,OPERATE UNINSURED MTR VEHICLE,P,
2024-10-18 19:52:00,WHITE HISPANIC,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 17:18:00,WHITE HISPANIC,BATTERY - CAUSE BODILY HARM,M,A,BATTERY - CAUSE BODILY HARM,M,A,,,,,,
2024-10-18 20:11:00,WHITE,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 19:36:00,WHITE HISPANIC,PCS - DRUG PARAPHERNALIA - POSSESS,M,A,URINATE OR DEFECATE ON PUBLIC WAY,,L,,,,,,
2024-10-18 19:41:00,BLACK,RETAIL THEFT/DISP MERCH/<$300,M,A,REPLICA FIREARMS/PELLET GUNS,,L,,,,,,
2024-10-18 18:30:00,WHITE,IVC - DRIVING UNDER INFLUENCE OF ALCOHOL,M,A,UUW -  WEAPON - PUBLIC STREET/ALLEY/LANDS,M,A,YIELD TO VEHICLE ENTERING INTERSECTION,,L,OPERATE UNINSURED MTR VEHICLE,P,
2024-10-18 19:52:00,WHITE HISPANIC,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,DRIVING ON SUSPENDED LICENSE,M,A,NO VALID REGISTRATION,,P,,,
2024-10-18 19:20:00,WHITE HISPANIC,DRIVING/NEVER ISSUED LICENSE,M,B,HEADLIGHT TWO REQUIRED-MOTOR VEHICLE,,L,,,,,,
2024-10-18 19:22:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 18:41:00,BLACK,OTHER AMT NARCOTIC SCHED I&II,F,2,CANNABIS - MFG/DEL - 30-500 GRMS,F,3,PARKING PROHIBITED-STANDING/PARKING POSTED,,L,,,
2024-10-18 16:39:00,BLACK HISPANIC,DRIVING/NEVER ISSUED LICENSE,M,B,"FALSE,STOLEN,ALTERED TEMP.REGISTRATION PERMIT",,L,OPERATE UNINSURED MTR VEHICLE,,P,,,
2024-10-18 17:43:00,BLACK,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,M,A,BATTERY - MAKE PHYSICAL CONTACT,M,A,BATTERY - MAKE PHYSICAL CONTACT,M,A,,,
2024-10-18 17:28:00,BLACK,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,M,A,,,,,,,,,
2024-10-18 16:46:00,BLACK,CRIM TRESPASS TO RESIDENCE,M,A,,,,,,,,,
2024-10-18 18:26:00,BLACK,DRIVING ON REVOKED LICENSE,M,A,ISSUANCE OF WARRANT,,Z,"BUMPERS, FRONT/REAR REQUIRED",,L,,,
2024-10-18 17:40:00,BLACK,RETAIL THEFT/DISP MERCH/>$300,F,3,,,,,,,,,
2024-10-18 17:44:00,BLACK,BATTERY - CAUSE BODILY HARM,M,A,RESISTING POLICE OFFICER OR AIDING ESCAPE,,L,RESISTING POLICE OFFICER OR AIDING ESCAPE,,L,RESISTING POLICE OFFICER OR AIDING ESCAPE,L,
2024-10-18 17:41:00,WHITE,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-18 17:40:00,BLACK HISPANIC,DRIVING/NEVER ISSUED LICENSE,M,B,OPERATOR SIGNAL REQUIRED 100FT OF TURN,,L,IVC - FAIL TO STOP/SIGNAL CROSSWALK,,P,OPERATE UNINSURED MTR VEHICLE,P,
2024-10-18 18:09:00,WHITE HISPANIC,ISSUANCE OF WARRANT,,Z,ISSUANCE OF WARRANT,,Z,,,,,,
2024-10-18 17:43:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 17:48:00,WHITE,RETAIL THEFT - OBTAINS UNAUTHORIZED CONTROL <$300,M,A,BATTERY - MAKE PHYSICAL CONTACT,M,A,OBSTRUCTING IDENTIFICATION,M,A,AGG ASSAULT/USE DEADLY WEAPON,A,M
2024-10-18 18:00:00,BLACK,CANC/REVOKE/SUSP REGIS NON-IL,M,A,,,,,,,,,
2024-10-18 17:01:00,BLACK,OTHER AMT NARCOTIC SCHED I&II,F,2,,,,,,,,,
2024-10-18 16:42:00,WHITE,ISSUANCE OF WARRANT,,Z,RIDING BICYCLE ON SIDEWALK,,L,,,,,,
2024-10-18 17:24:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 16:46:00,WHITE,VIOL SEX OFFENDER REGISTRATION,F,3,,,,,,,,,
2024-10-18 16:41:00,WHITE HISPANIC,AGG BATTERY/PEACE OFFICER,F,2,AGG BATTERY/PEACE OFFICER,F,2,DOMESTIC BTRY/PHYSICAL CONTACT,M,A,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,A,M
2024-10-18 17:01:00,BLACK,UUW - WEAPON - FELON POSSES WEAPON/2ND+,F,2,"POSSESS OF A LASER SIGHT ACC,FIREARM SILENCER,MUFFLER",,L,,,,,,
2024-10-18 16:59:00,WHITE HISPANIC,RETAIL THEFT/DISP MERCH/<$300,M,A,,,,,,,,,
2024-10-18 16:46:00,BLACK,RETAIL THEFT/DISP MERCH/>$300,F,3,,,,,,,,,
2024-10-18 16:43:00,BLACK,PCS - POSSESSION - POSS AMT CON SUB EXCEPT (A)(D),F,4,,,,,,,,,
2024-10-18 15:36:00,BLACK,RETAIL THEFT/DISP MERCH/<$300/PRECONV,F,4,ISSUANCE OF WARRANT,,Z,,,,,,
2024-10-18 16:00:00,ASIAN / PACIFIC ISLANDER,PROSTITUTION,M,A,,,,,,,,,
2024-10-18 16:28:00,BLACK,DRIVING ON SUSPENDED LICENSE,M,A,ISSUANCE OF WARRANT,,Z,OPERATE UNINSURED MTR VEHICLE,,P,,,
2024-10-18 16:17:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 16:30:00,BLACK,ISSUANCE OF WARRANT,,Z,,,,,,,,,
2024-10-18 15:08:00,BLACK,CRIMINAL TRESPASS TO REAL PROPERTY,M,B,,,,,,,,,
2024-10-18 15:17:00,BLACK,BATTERY - MAKE PHYSICAL CONTACT,M,A,CRIMINAL TRESPASS TO REAL PROPERTY,M,B,,,,,,
2024-10-18 15:45:00,BLACK,CRIM DAMAGE TO PROPERTY <$500,M,A,,,,,,,,,
2024-10-18 15:14:00,WHITE HISPANIC,DRIVING/NEVER ISSUED LICENSE,M,B,INTERSECTIONS-PROC AFTER STOP,,L,,,,,,
2024-10-18 16:10:00,BLACK,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,,Z,,,,,,,,,
2024-10-18 15:20:00,WHITE,FUGITIVE FROM JUSTICE - OUT OF STATE WARRANT,,Z,,,,,,,,,
2024-10-18 14:21:00,BLACK,ANNUAL GUN OFFENDER REGISTRATION,,L,,,,,,,,,
2024-10-18 15:22:00,BLACK,CTA - UNSAFE COND/CROSS BETWEEN CARS (98-126-1.6A),,L,,,,,,,,,
2024-10-18 15:00:00,BLACK,OBSTRUCTING IDENTIFICATION,M,A,RIDING BICYCLE ON SIDEWALK,,L,,,,,,
2024-10-18 15:13:00,BLACK,AGG UUW/LOADED-NO FCCA-FOID,F,4,,,,,,,,,
2024-10-18 15:06:00,BLACK,POSS CAN/>100-500 GRAM/1ST,F,4,NO VALID REGISTRATION,,P,,,,,,
2024-10-18 14:28:00,WHITE,DOMESTIC BATTERY/BODILY HARM,M,A,,,,,,,,,
2024-10-18 13:27:00,BLACK,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,3,"UUW - WEAPON - FELON, POSSESS/USE FIREARM",F,3,RESISTING/OBSTRUCT/PC OFF/CORR EMP/FRFTR,M,A,STOP AT STOP SIGN,L,
2024-10-18 12:48:00,BLACK,AGG ASSAULT/USE DEADLY WEAPON,M,A,VIOLATE CONCEAL/CARRY ACT,M,B,,,,,,
